Desplazamiento Bala, Velocidad Bala, Estatus Aire, Estatus Suelo
-650,-660,1,0
-628,-660,1,0
-606,-660,1,0
-584,-660,0,1
-562,-660,0,1
-540,-660,0,1
-518,-660,0,1
-496,-660,0,1
-474,-660,0,1
-452,-660,0,1
-430,-660,0,1
-408,-660,0,1
-386,-660,0,1
-364,-660,0,1
-342,-660,0,1
-320,-660,0,1
-298,-660,0,1
-276,-660,0,1
-254,-660,0,1
-232,-660,0,1
-210,-660,1,0
-188,-660,1,0
-166,-660,1,0
-144,-660,1,0
-122,-660,1,0
-100,-660,1,0
-78,-660,1,0
-56,-660,1,0
-34,-660,1,0
-12,-660,1,0
10,-660,1,0
32,-660,1,0
50,-660,1,0
-650,-547,1,0
-650,-547,1,0
-632,-547,1,0
-614,-547,1,0
-596,-547,1,0
-578,-547,1,0
-559,-547,1,0
-541,-547,1,0
-523,-547,0,1
-505,-547,0,1
-486,-547,0,1
-468,-547,0,1
-450,-547,0,1
-432,-547,0,1
-413,-547,0,1
-395,-547,0,1
-377,-547,0,1
-359,-547,0,1
-341,-547,0,1
-322,-547,0,1
-304,-547,0,1
-286,-547,0,1
-268,-547,0,1
-249,-547,0,1
-231,-547,0,1
-213,-547,0,1
-195,-547,0,1
-176,-547,0,1
-158,-547,1,0
-140,-547,1,0
-122,-547,1,0
-103,-547,1,0
-85,-547,1,0
-67,-547,1,0
-49,-547,1,0
-31,-547,1,0
-12,-547,1,0
6,-547,1,0
24,-547,1,0
42,-547,1,0
50,-547,1,0
-650,-495,1,0
-650,-495,1,0
-634,-495,1,0
-617,-495,1,0
-601,-495,1,0
-584,-495,1,0
-568,-495,1,0
-551,-495,1,0
-535,-495,0,1
-518,-495,0,1
-502,-495,0,1
-485,-495,0,1
-469,-495,0,1
-452,-495,0,1
-436,-495,0,1
-419,-495,0,1
-403,-495,0,1
-386,-495,0,1
-370,-495,0,1
-353,-495,0,1
-337,-495,0,1
-320,-495,0,1
-304,-495,0,1
-287,-495,0,1
-271,-495,0,1
-254,-495,0,1
-238,-495,0,1
-221,-495,0,1
-205,-495,0,1
-188,-495,0,1
-172,-495,0,1
-155,-495,0,1
-139,-495,1,0
-122,-495,1,0
-106,-495,1,0
-89,-495,1,0
-73,-495,1,0
-56,-495,1,0
-40,-495,1,0
-23,-495,1,0
-7,-495,1,0
10,-495,1,0
26,-495,1,0
43,-495,1,0
50,-495,1,0
-650,-360,1,0
-650,-360,1,0
-638,-360,1,0
-626,-360,1,0
-614,-360,1,0
-602,-360,1,0
-590,-360,1,0
-578,-360,1,0
-566,-360,0,1
-554,-360,0,1
-542,-360,0,1
-530,-360,0,1
-518,-360,0,1
-506,-360,0,1
-494,-360,0,1
-482,-360,0,1
-470,-360,0,1
-458,-360,0,1
-446,-360,0,1
-434,-360,0,1
-422,-360,0,1
-410,-360,0,1
-398,-360,0,1
-386,-360,0,1
-374,-360,0,1
-362,-360,0,1
-350,-360,0,1
-338,-360,0,1
-326,-360,0,1
-314,-360,0,1
-302,-360,0,1
-290,-360,0,1
-278,-360,0,1
-266,-360,0,1
-254,-360,0,1
-242,-360,0,1
-230,-360,0,1
-218,-360,0,1
-206,-360,0,1
-194,-360,0,1
-182,-360,0,1
-170,-360,0,1
-158,-360,0,1
-146,-360,0,1
-134,-360,0,1
-122,-360,0,1
-110,-360,0,1
-98,-360,0,1
-86,-360,0,1
-74,-360,1,0
-62,-360,1,0
-50,-360,1,0
-38,-360,1,0
-26,-360,1,0
-14,-360,1,0
-2,-360,1,0
10,-360,1,0
22,-360,1,0
34,-360,1,0
46,-360,1,0
50,-360,1,0
-650,-744,1,0
-650,-744,1,0
-626,-744,1,0
-601,-744,1,0
-576,-744,1,0
-551,-744,1,0
-527,-744,1,0
-502,-744,1,0
-477,-744,0,1
-452,-744,0,1
-427,-744,0,1
-403,-744,0,1
-378,-744,0,1
-353,-744,0,1
-328,-744,0,1
-303,-744,0,1
-279,-744,0,1
-254,-744,0,1
-229,-744,0,1
-204,-744,1,0
-179,-744,1,0
-155,-744,1,0
-130,-744,1,0
-105,-744,1,0
-80,-744,1,0
-55,-744,1,0
-31,-744,1,0
-6,-744,1,0
19,-744,1,0
44,-744,1,0
50,-744,1,0
-650,-546,1,0
-650,-546,1,0
-632,-546,1,0
-614,-546,1,0
-596,-546,1,0
-578,-546,1,0
-559,-546,1,0
-541,-546,1,0
-523,-546,0,1
-505,-546,0,1
-487,-546,0,1
-468,-546,0,1
-450,-546,0,1
-432,-546,0,1
-414,-546,0,1
-396,-546,0,1
-377,-546,0,1
-359,-546,0,1
-341,-546,0,1
-323,-546,0,1
-305,-546,0,1
-286,-546,0,1
-268,-546,0,1
-250,-546,0,1
-232,-546,1,0
-214,-546,1,0
-195,-546,1,0
-177,-546,1,0
-159,-546,1,0
-141,-546,1,0
-123,-546,1,0
-104,-546,1,0
-86,-546,1,0
-68,-546,1,0
-50,-546,1,0
-32,-546,1,0
-13,-546,1,0
5,-546,1,0
23,-546,1,0
41,-546,1,0
50,-546,1,0
-650,-643,1,0
-650,-643,1,0
-629,-643,1,0
-608,-643,1,0
-586,-643,1,0
-565,-643,0,1
-543,-643,0,1
-522,-643,0,1
-500,-643,0,1
-479,-643,0,1
-458,-643,0,1
-436,-643,0,1
-415,-643,0,1
-393,-643,0,1
-372,-643,0,1
-350,-643,0,1
-329,-643,0,1
-308,-643,0,1
-286,-643,0,1
-265,-643,0,1
-243,-643,0,1
-222,-643,1,0
-200,-643,1,0
-179,-643,1,0
-158,-643,1,0
-136,-643,1,0
-115,-643,1,0
-93,-643,1,0
-72,-643,1,0
-50,-643,1,0
-29,-643,1,0
-8,-643,1,0
14,-643,1,0
35,-643,1,0
50,-643,1,0
-650,-599,1,0
-650,-599,1,0
-631,-599,1,0
-611,-599,1,0
-591,-599,1,0
-571,-599,1,0
-551,-599,1,0
-531,-599,1,0
-511,-599,0,1
-491,-599,0,1
-471,-599,0,1
-451,-599,0,1
-431,-599,0,1
-411,-599,0,1
-391,-599,0,1
-371,-599,0,1
-351,-599,0,1
-331,-599,0,1
-311,-599,0,1
-291,-599,0,1
-271,-599,0,1
-251,-599,0,1
-231,-599,0,1
-211,-599,0,1
-191,-599,0,1
-171,-599,0,1
-151,-599,0,1
-131,-599,0,1
-111,-599,0,1
-91,-599,0,1
-71,-599,0,1
-52,-599,0,1
